Lp.,Nazwa własna,Telefon,Email,Charakter usług,Kategoria obiektu,Rodzaj obiektu,Adres
205,GOŁĘBIEWSKI,338554700,wisla@golebiewski.pl,stały,****,hotel,"43-460 Wisła, Ks. Bp. Bursche 3"
206,MINERAL HOTEL MALINOWY RAJ,413789900,recepcja@malinowyraj.com,stały,****,hotel,"28-131 Solec-Zdrój, Partyzantów 18A"
207,HOTEL STARZYŃSKI,243660200,hotel@starzynski.com.pl,stały,****,hotel,"09-400 Płock, Piekarska 1"
208,HOTEL STARZYŃSKI,243660200,hotel@starzynski.com.pl,stały,****,hotel,"09-400 Płock, Piekarska 1"
209,LEDA SPA,94/ 351 39 00,,stały,****,hotel,"78-100 Kołobrzeg, Kasprowicza 23"
210,NARVIL CONFERENCE&SPA,225661144,recepcja@hotelnarvil.pl,stały,****,hotel,"05-140 Serock, Cz.miłosza 14a"
211,HANZA PAŁAC,523209094,recepcja@hanzapalac.pl,stały,****,hotel,"86-160 Warlubie, m.Rulewo"
212,SKAL,(94) 35 320 60,recepcja@skal-hotel.pl,stały,****,hotel,"78-111 Ustronie Morskie, ul. Bolesława Chrobrego 80"
213,NOMA RESIDENCE,32 219-40-63,hotel@promnice.com.pl,stały,****,hotel,"43-210 Kobiór, -"
214,WARSAW PLAZA HOTEL,224310800,wph@WARSAWPLAZAHOTEL.PL,stały,****,hotel,"02-820 Warszawa, Łączyny 5"
215,DWÓR DROBLIN,833450623,recepcja@dworlubelskie.com,stały,****,hotel,"21-542 Droblin, droblin 80"
216,BORNIT,756472503 do 04,bornit@interferie.pl,stały,****,hotel,"58-580 Szklarska Poręba, Mickiewicza 21"
217,"""COURTYARD GDYNIA WATERFRONT""",58 743-07-00,hotel@courtyardgdynia.com,stały,****,hotel,"81-342 Gdynia, j.waszyngtona 19"
218,BRANICKI,0-85 66-52-500,,stały,****,hotel,"15-950 Białystok, Zamenhofa 25"
219,CRISTAL PARK,(14 ) 657-01-00,hotel.dt@cristalpark.pl,stały,****,hotel,"33-200 Dąbrowa Tarnowska, ul. Sportowa 2A"
220,MERCURE KRYNICA ZDRÓJ RESORT & SPA,(18) 477-75-00,recepcja@mercurekrynica.pl,stały,****,hotel,"33-380 Krynica-Zdrój, ul. Leśna 1"
221,EUROPA,41 276-78-00,biuro@europa.sse.pl,stały,****,hotel,"27-200 Starachowice, Radomska 76A"
222,"""HAFFNER""",0 - 58 550 -,office@hotelhaffner.pl,stały,****,hotel,"81-715 Sopot, Jana Jerzego Haffnera 59"
223,"HOTEL ""ZAMEK RYN""",87-429-70-00,hotel@zamekryn.pl,stały,****,hotel,"11-520 Ryn, Pl. Wolności 2"
224,PREZYDENCKI,178626835,recepcja@hoteleprezydenckie.pl,stały,****,hotel,"35-309 Rzeszów, Podwisłocze 48"
225,"HOTEL ""MERCURE TORUŃ CENTRUM""",566196550,H342@accor.com,stały,****,hotel,"87-100 Toruń, Kraszewskiego 1/3"
226,HOTEL AMBASADORSKI RZESZÓW,172502444,recepcja@ambasadorski.com,stały,****,hotel,"35-064 Rzeszów, Rynek 13,14"
227,GŁĘBOCZEK-VINE RESORT & SPA,564935119,gleboczek@gleboczek.pl,stały,****,hotel,"87-313 Wielki Głęboczek, poczta Brzozie"
228,HOTEL GOŁĘBIEWSKI,87-429-07-00,mikolajki@golebiewski.pl,stały,****,hotel,"11-730 Mikołajki, Mrągowska 34"
229,"Hotel ""JAN III SOBIESKI""",(+48-22) 579-10,HOTEL@SOBIESKI.COM.PL,stały,****,hotel,"02-025 Warszawa, Pl. A.Zawiszy 1"
230,HOTEL BONIFACIO SPA & SPORT RESORT,23 651-24-01,recepcja@hotelbonifacio.pl,stały,****,hotel,"09-110 Kępa, Kępa 84"
231,BUKOWY PARK HOTEL MEDICAL SPA,748665609,recepcja@bukowypark.eu,stały,****,hotel,"57-320 Polanica-Zdrój, PARKOWA 11"
232,GRAND HOTEL RZESZÓW,17/ 250 00 00,info@grand-hotel.pl,stały,****,hotel,"35-030 Rzeszów, Kościuszki 9"
233,"""LORD""",(+48 22) 574-20,okecie@hotellord.com.pl,stały,****,hotel,"02-219 Warszawa, Al. Krakowska 218"
234,HASTON CITY HOTEL,713225500,hotel@haston.pl,stały,****,hotel,"51-117 Wrocław, IRYSOWA 1-3"
235,OSSA CONGRESS & SPA,0-46 813-26-00,info@hotelossa.pl,stały,****,hotel,"96-200 Ossa, p-ta Rawa Mazowiecka"
236,GORCZOWSKI HOTEL,+48 32 249 91 93,kontakt@hotelgorczowski.pl,stały,****,hotel,"41-506 Chorzów, Stefana Batorego 35"
237,HILTON GARDEN INN RZESZÓW,177700000,reception@hgi.rzeszow.com,stały,****,hotel,"35-315 Rzeszów, Al. Majora Wacława Kopisto 1"
238,BRANT HOTEL & RESTEURANT,22 276-24-88,recepcja@branthotel.pl,stały,****,hotel,"05-462 Majdan, Majdan 80 c"
239,HOTEL AZZUN ORIENT SPA & WELLNESS,89-537-56-28,hotel@azzun.pl,stały,****,hotel,"11-010 Kromerowo, 28"
240,"""HANZA""",0 - 58 305 -,hotel@hanza-hotel.com.pl,stały,****,hotel,"80-888 Gdańsk, Tokarska 6"
241,AMADEUS,(12) 429-60-70,amadeus@janpol.com.pl,stały,****,hotel,"31-027 Kraków, ul. Mikołajska 20"
242,BEST WESTERN PLUS Q HOTEL,12 333-40-20,info@qhotelkrakow.pl,stały,****,hotel,"31-311 Kraków, ul. Wygrana 6"
243,LENART,12 362-97-00,info@hotellenart.pl,stały,****,hotel,"32-020 Wieliczka, ul. G. Narutowicza 1"
244,BRANICKI,85 665-25-00,,stały,****,hotel,"15-435 Białystok, ZAMENHOFA 25"
245,PAŁAC WIECHLICE,683768610,recepcja@palacwiechlice.pl,stały,****,hotel,"67-300 Wiechlice, Wiechlice 45B"
246,QUEEN BOUTIQUE,(12) 433-33-33,info@queenhotel.pl,stały,****,hotel,"31-039 Kraków, ul. Józefa Dietla 60"
247,"""AIRPORT HOTEL OKĘCIE""",(+48 22) 456-80,AIRPORTHOTEL@AIRPORTHOTEL.PL,stały,****,hotel,"02-146 Warszawa, 17-go Stycznia 24"
248,AMBER BALTIC,091/ 32 81 000,,stały,****,hotel,"72-500 Międzyzdroje, Promenada Gwiazd 1"
249,Baltic Plaza,94/ 71 35 600,,stały,****,hotel,"78-100 Kołobrzeg, Plazowa 1"
250,WENTZL,12 430-26-64,hotel@wentzl.pl,stały,****,hotel,"31-008 Kraków, Rynek Główny 19"
251,PARK HOTEL,"091/ 488-15-24,",hotel@parkhotel.szczecin.pl,stały,****,hotel,"70-527 Szczecin, ul. Plantowa 1"
252,SŁONECZNY ZDRÓJ MEDICALSPA & WELLNESS,413788800,info@slonecznyzdroj.pl,stały,****,hotel,"28-100 Busko-Zdrój, bohaterów Warszawy 115"
253,GOLDEN TULIP KRAKOW CITY CENTER,(12) 426-99-90,info@goldentulipkrakowcitycenter.com,stały,****,hotel,"31-140 Kraków, ul. łobzowska 8"
254,HOTEL ST. BRUNO,87-732-65-00,recepcja@hotelstbRuno.pl,stały,****,hotel,"11-500 Giżycko, Św. Brunona"
255,Vivaldi,,vivaldi@vivaldi.pl,stały,****,hotel,"61-663 Poznań, Winogrady 9"
256,Pałacyk,,,stały,****,hotel,"62-510 Konin, Al 1 Maja 15a"
257,INTERFERIE MEDICAL SPA,91- 381-25-00,inmedical@.inmedical.pl,stały,****,hotel,"72-600 Świnoujście, Uzdrowiskowa 15"
258,HOTEL RZESZÓW,177771010,recepcja@hotelrzeszow.com.pl,stały,****,hotel,"35-001 Rzeszów, j.piłsudskiego 44"
259,HOTEL WILLA PORT CONFERENCE RESORT & SPA,89-642-46-00,recepcja@willaport.pl,stały,****,hotel,"14-100 Ostróda, Mickiewicza 17"
260,"""AURORA""",091/328-12-48,info@hotelaurora.pl,stały,****,hotel,"72-500 Międzyzdroje, Boh. Warszawy 17"
261,MEDICAL SPA SANATORIUM UNITRAL,94-318-92-31,unitral@unitral.home.pl,stały,****,hotel,"76-032 Mielno, Piastów 4"
262,"""SPA DOM ZDROJOWY""",586799100,dom@zdrojowy.com.pl,stały,****,hotel,"84-140 Jastarnia, Kościuszki 2"
263,"""ADMIRAŁ""",58 320-03-20,recepcja@admiralhotel.pl,stały,****,hotel,"80-837 Gdańsk, Tobiasza 9"
264,AMBASADOR CENTRUM,0-42 677-15-20,centrum@hotelambasador.pl,stały,****,hotel,"90-307 Łódź, Al.Piłsudskiego 29"
265,EFEKT EXPRESS,(12) 614-57-00,recepcja@krakowexpress.pl,stały,****,hotel,"31-323 Kraków, ul. Opolska 14"
266,"""ROYAL BALTIC""",0-59 81-55-281,recepcja@royal-baltic.pl,stały,****,hotel,"76-270 Ustka, Wczasowa 26"
267,"""SENATOR""",094/354-95-00,senator@hotelsenator.pl,stały,****,hotel,"78-131 Dźwirzyno, Wyzwolenia 35"
268,MERCURE RACŁAWICE DOSŁOŃCE CONFERENCE & SPA,(0 12)378-47-27,info@dosloncespa.pl,stały,****,hotel,"32-222 Racławice, Dosłońce 56"
269,PARK HOTEL ŁYSOŃ,(33)875-74-00,jlyson@arkum.pl,stały,****,hotel,"34-120 Andrychów, ul. Wadowicka 169A, Inwałd"
270,PAŁAC DOMANIOWSKI,505150432,recepcja@palacdomaniowski.pl,stały,****,hotel,"26-660 Marcelów, Marcelów 3a"
271,DWÓR SIERAKÓW,(12) 312-24-23,info@dworsierakow.pl,stały,****,hotel,"32-410 Dobczyce, Sieraków 233"
272,"""GDAŃSK""",0-58 300 - 17,rezerwacja@hotelgdansk.com.pl,stały,****,hotel,"80-755 Gdańsk, Szafarnia 9"
273,TĘCZOWY MŁYN,413454225,info@teczowy.com,stały,****,hotel,"25-670 Kielce, Zakładowa 4"
274,KLIMEK SPA,(18) 477-82-22,biuro@hotel-klimek.pl,stały,****,hotel,"33-370 Muszyna, Złockie 107"
275,PAŁAC KOTULINSKICH`,32-494-49-60,hotel@palackotulinskich.pl,stały,****,hotel,"43-502 Czechowice-Dziedzice, Zamkowa 2"
276,GRAND HOTEL STAMARY,(18) 202-45-10,hotel@stamary.pl,stały,****,hotel,"34-500 Zakopane, ul. Kościuszki 19"
277,ZAMEK CENTRUM,91-852-27-77,recepcja@centrum-zamek.pl,stały,****,hotel,"70-535 Szczecin, Panieńska 15"
278,UNIEJÓW ECO ACTIVE & SPA,519318000,recepcja@hoteluniejow.pl,stały,****,hotel,"99-210 Uniejów, Bogumiła"
279,TWARDOWSKI,618399800,dyrektor@hoteltwardowski.pl,stały,****,hotel,"60-004 Poznań, głogowska 358"
280,"""NOVOTEL OKĘCIE-AIRPOT""",(+48 22) 575-60,nov.airport@orbis.pl,stały,****,hotel,"02-134 Warszawa, 1-go Sierpnia 1"
281,GOŁĘBIEWSKI,85 678-25-00,,stały,****,hotel,"15-064 Białystok, Pałacowa 7"
282,"""CZARDASZ""",243672047,recepcja@hotelczardasz.pl,stały,****,hotel,"09-400 Płock, Dobrzyńska 62 B"
283,GRAND LUBLINIANKA,814466100,grandhotel@lublinianka.com,stały,****,hotel,"20-002 Lublin, ul. Krakowskie Przedmieście 56"
284,KRÓL KAZIMIERZ,(081) 880 99 99,rezerwacja@krolkazimierz.pl,stały,****,hotel,"24-120 Kazimierz Dolny, Puławska 86"
285,GOŁĘBIEWSKI,"7,58E+11",,stały,****,hotel,"58-540 Karpacz, KARKONOSKA 14"
286,ŻUBRÓWKA,85 681-24-96,,stały,****,hotel,"17-230 Białowieża, Olgi Gabiec 6"
287,Hotel Groclin,4436200,hotel@groclin.com.pl,stały,****,hotel,"62-065 Grodzisk Wielkopolski, Sportowa 3"
288,ILONN,616687575,RECEPCJA@ILOOHOTEL.PL,stały,****,hotel,"60-462 Poznań, Szarych Szeregów 16"
289,GALAXY,123428100,hotel@hotelgalaxy.pl,stały,****,hotel,"31-535 Kraków, ul. Gęsia 22a"
290,QUBUS HOTEL KRAKÓW,(12) 374-51-00,krakow@qubushotel.com,stały,****,hotel,"30-527 Kraków, ul. Nadwiślańska 6"
291,UNICUS,12 433-71-11,recepcja@hotelunicus.pl,stały,****,hotel,"31-020 Kraków, ul. Floriańska 35/Św. Marka 20"
292,HERBARIUM HOTEL&SPA,523037000,INFO@HERBARIUMHOTEL.PL,stały,****,hotel,"88-410 Chomiąża Szlachecka, cHOMIĄŻA sZLACHECKA 2"
293,Habenda,,,stały,****,hotel,"64-840 Budzyń, Leśna 32"
294,EUROPA,815349536,info@hoteleuropa.pl,stały,****,hotel,"20-002 Lublin, Krakowskie Przedmieście 29"
295,STOK,033-856-41-00,recepcja@hotelstok.pl,stały,****,hotel,"43-460 Wisła, Jawornik 52a"
296,IBB ANDERSIA HOTEL,,,stały,****,hotel,"61-894 , Plac Andersa 3"
297,"""RADO"" HOTEL",(17) 7737373,info@hotelrado.pl,stały,****,hotel,"39-333 Wola Chorzelowska,"
298,SAHARA,334861131,biuro@hotelsahara.eu,stały,****,hotel,"43-316 Bielsko-Biała, Falista 13"
299,PEGAZ,(18) 477-76-40,recepcja@hotelpegaz.eu,stały,****,hotel,"33-380 Krynica-Zdrój, ul. Czarny Potok 28"
300,BUKOVINA,(0 18)202-54-00,rezerwacja@hotelbukovina.pl,stały,****,hotel,"34-530 Bukowina Tatrzańska, ul. Sportowa 22"
301,NOVOTEL CENTRUM KATOWICE,200-44-44,nov.katowice@orbis.pl,stały,****,hotel,"40-202 Katowice, Rozdzieńskiego 16"
302,HOTEL FOCUS PREMIUM INOWROCŁAW,525114141,.inowroclaw@focushotels.pl,stały,****,hotel,"88-100 Inowrocław, Solankowa 17"
303,CROCUS,(0 18)202-65-00,recepcja@hotelcrocus.pl,stały,****,hotel,"34-500 Zakopane, ul. Chałubińskiego 40"
304,ANGELO,32-207-20-04,info@angelo-katowice.pl,stały,****,hotel,"40-086 Katowice, Sokolska 24"
305,LAMBERT MEDICAL SPA,94-35-15-431,lambert@lambert-hotel.pl,stały,****,hotel,"78-111 Ustronie Morskie, Kościuszki 14"
306,MERCURE MRĄGOWO RESORT & SPA,89-743-31-00,mercure.mragowo@accor.com,stały,****,hotel,"11-700 Mrągowo, Giżycka 6"
307,TUMSKI,0-24 2629060,hotel@hoteltumski.pl,stały,****,hotel,"09-400 Płock, Piekarska 9"
308,HOTEL SIELANKA NAD PILICĄ,+48 (0-48) 666-,hotel@sielanka.pl,stały,****,hotel,"05-660 Warka, Łąkowa 1"
309,ZAMEK TOPACZ,717719999,recepcja@topacz.pl,stały,****,hotel,"55-040 Ślęza, GŁÓWNA 12"
310,BURSZTYNOWY PAŁAC,094/ 316 12 27,marketing@bursztynowypalac.pl,stały,****,hotel,"76-024 Świeszyno, Strzekęcino 12"
311,PRESIDENT,+48 33 82-27-2,recepcja@hotelpresident.pl,stały,****,hotel,"43-300 Bielsko-Biała, ul. 3 Maja 12"
312,DIVA SPA,94/353 60 00,,stały,****,hotel,"78-100 Kołobrzeg, Kościuszki 16"
313,PURO,(12) 314-21-00,krakow@purohotel.pl,stały,****,hotel,"31-155 Kraków, UL. OGRODOWA 10"
314,"""WIENIAWA""",58/673-92-80,biuro@hotelwieniawa.com,stały,****,hotel,"84-100 Rekowo Górne, Lipowa 24"
315,SPLENDOR,223504770,bkusmierczyk@hotelsplendor.com.pl,stały,****,hotel,"05-082 Babice Nowe, warszawska 197e"
316,"PARK REKREACYJNO-BIZNESOWY ""LAS WODA""",257484204,info@laswoda.pl,stały,****,hotel,"08-470 Wilga, Spokojna 1"
317,KLIMCZOK,33 82-81-400,marketing @ klimczok.pl.,stały,****,hotel,"43-370 Szczyrk, Poziomkowa 20"
318,NOVOTEL POZNAŃ CENTRUM,618587101,nov.poznan@orbis.pl,stały,****,hotel,"61-898 Poznań, plac andersa 3"
319,IBB ANDERSIA HOTEL,616678000,andersia@andersiahotel.pl,stały,****,hotel,"61-894 Poznań, plac andersa 3"
320,PAŁAC W WĄSOWIE,614472613,wasowo@wasowo.pl,stały,****,hotel,"64-316 Wąsowo, parkowa 12"
321,METROPOLITAN BOUTIQUE,(12) 442-75-00,hotel@hotelmetropolitan.pl,stały,****,hotel,"31-031 Kraków, ul. Berka Joselewicza 19"
322,REGATTA HOTEL RESTAURACJA SPA,618488308,kontakt@regattahotel.pl,stały,****,hotel,"60-480 Poznań, chojnicka 49"
323,MERCURE KRAKÓW STARE MIASTO,12 225-11-11,H9627@accor.com,stały,****,hotel,"31-154 Kraków, ul. Pawia 18B"
324,BEST WESTERN PREMIER KATOWICE,+48 32 72-11-11,info@bestwesternkatowice.pl,stały,****,hotel,"40-147 Katowice, Bytkowska 1A"
325,REMES,614482400,info@hotelremes.pl,stały,****,hotel,"64-330 Opalenica, Parkowa 48"
326,UROCZYSKO SPA&BUSINESS,41/368-11-16,rezerwacja@hotel-uroczysko.com.pl,stały,****,hotel,"25-900 Cedzyna, cedzyna 44d"
327,REZYDENCJA SOLEI,618475838,,stały,****,hotel,"60-461 Poznań, Wałecka 2"
328,SENATOR,683867550,biuro@hotelsenator.com.pl,stały,****,hotel,"64-360 Zbąszyń, senatorska 1"
329,NONAME LUXURY HOTEL & SPA,797502131,info@nonameluxuryhotelspa.com,stały,****,hotel,"34-442 Łapsze Niżne, ul. Leśna 46"
330,PAŁAC W PASZKÓWCE ZESPÓŁ HOTELOWO - PARKOWY,(0 33) 872-38-0,palace@paszkowka.pl,stały,****,hotel,"34-113 Paszkówka, Paszkówka 37"
331,WAWRZYNIAK,627214312,hotel-restauracja@wawrzyniak.net.pl,stały,****,hotel,"63-760 Perzyce, Perzyce"
332,RADISSON BLU,(91) 359-55-95,reservations.szczecin@radissonblu.com,stały,****,hotel,"70-419 Szczecin, pl. Rodła 10"
333,"""ATRIUM""",91-424-35-32,rezerwacja@hotel-atrium.pl,stały,****,hotel,"70-481 Szczecin, Wojska Polskiego 75"
334,WIENIAWA,655285050,hotel@wieniawa.pl,stały,****,hotel,"64-100 Leszno, rynek 29"
335,DANA BUSINESS & CONFERENCE,503031148,contact@hoteldana.pl,stały,****,hotel,"71-500 Szczecin, al. Wyzwolenia 50"
336,ROYAL HOTEL,221884188,recepcja@royalhotel.pl,stały,****,hotel,"05-160 Nowy Dwór Mazowiecki, szpitalna 93"
337,WOIŃSKI SPA,957557555,rezerwacja@woinskispa.pl,stały,****,hotel,"69-210 Lubniewice, ratuszowa 3"
338,SŁONECZNY MŁYN,525613100,hotel@sloneczny.eu,stały,****,hotel,"85-027 Bydgoszcz, Jagiellońska 96"
339,ATUT,632708700,,stały,****,hotel,"62-583 Licheń Stary, toruńska 27"
340,Hotel Pietrak,614261497,hotel-pietrak@home.pl,stały,****,hotel,"62-200 Gniezno, Chrobrego 3"
341,Pietrak,,,stały,****,hotel,"62-100 Wągrowiec, Kościuszki 47"
342,SOLAR SPA,(0 18)262-24-11,recepcja@solarspa.pl,stały,****,hotel,"34-460 Szczawnica, ul. Zdrojowa 4"
343,VIENNA,033/ 812-05-00,recepcja@vienna.pl,stały,****,hotel,"43-309 Bielsko-Biała, Bystrzańska 48"
344,Hotel 1231,566190910,recepcja1231@hotelesolaris.pl,stały,****,hotel,"87-100 Toruń, Przedzamcze 6"
345,Mercure,(61) 855 80 00;,mer.poznan@orbis.pl,stały,****,hotel,"60-829 Poznań, Roosevelta 20"
346,VILLA VERDE & SPA,032/ 670-38-00,hotel@villaverde.pl,stały,****,hotel,"42-400 Zawiercie, Mrzygłodzka 273"
347,Groclin,(61) 443 62 00,hotel@groclin.pl,stały,****,hotel,"62-065 Grodzisk Wielkopolski, Sportowa 2"
348,KLASZTOR CEDYNIA,091/41-44-531,klasztorcedynia@vp.pl,stały,****,hotel,"74-520 Cedynia, Konopnickiej 10"
349,HOTEL GOLDEN TULIP WARSAW CENTRE,-631,gm@goldentulipwarsawcentre.com,stały,****,hotel,"00-811 Warszawa, Towarowa 2"
350,RED BARON HOTEL&RESTAURACJA,748564800,hotel@redbaronhotel.pl,stały,****,hotel,"58-100 Świdnica, LWA TOŁSTOJA 2"
351,MANOR HOUSE SPA,486287061,chlewiska@manorhouse.pl,stały,****,hotel,"26-510 Chlewiska, Czachowskiego 56"
352,BRISTOL TRADITION & LUXURY,172500080,info@bristol-rzeszow.pl,stały,****,hotel,"35-064 Rzeszów, rynek 20-23"
353,BELVEDERE,(18) 202-12-00,rezerwacja@belvederehotel.pl,stały,****,hotel,"34-500 Zakopane, ul. Droga do Białego 3"
354,DWÓR KOMBORNIA,134354289,hotel@dworkombornia.pl,stały,****,hotel,"38-420 Korczyna, Kombornia 1"
355,JAWOR,33 811-02-49,recepcja@spahoteljawor.pl,stały,****,hotel,"43-384 Jaworze, Turystyczna 204"
356,"""NOVOTEL""",091/480-14-00,H3367@accor-hotels.com,stały,****,hotel,"70-215 Szczecin, 3-go Maja 31"
357,HOTEL BULWAR,566239400,recepcja@hotelbulwar.pl,stały,****,hotel,"87-100 Toruń, Bulwar Filadelfijski 18"
358,HOLIDAY INN WARSZAWA JÓZEFÓW,+ 48 (0-22) 77-,office@aquila.holiday.pl,stały,****,hotel,"05-420 Józefów, Telimeny 1"
359,FILMAR,"056 6694800 , 6",recepcja@hotelfilmar.pl,stały,****,hotel,"87-100 Toruń, Grudziądzka 37-45"
360,Hotel Vivaldi,618588100,vivaldi@vivaldi.pl,stały,****,hotel,"61-663 Poznań, Winogrady 9"
361,PODKOWA SPA & WELLNESS,32 674-13-95,zarzad@podkowa.pl,stały,****,hotel,"42-470 Siewierz, Sucha 4"
362,PARK HOTEL DIAMENT WROCŁAW,717350350,wroclaw@hoteldiament.pl,stały,****,hotel,"54-424 Wrocław, MUCHOBORSKA 10"
363,GRAND SAL,(12) 289-81-10,hotel@kopalnia.pl,stały,****,hotel,"32-020 Wieliczka, Park Kingi 7"
364,COLUMNA MEDICA,43 676-80-00,recepcja@columnamedica.com,stały,****,hotel,"98-100 Łask, wakacyjna 8"
365,SCANDIC,(071) 787 00 00,wroclaw@globalhotels.com.pl,stały,****,hotel,"50-032 Wrocław, Piłsudskiego 49/57"
366,DOUBLETREE BY HILTON HOTEL & CONFERENCE WARSZAWA,222780000,resrevation.dtwarsaw@hilton.com,stały,****,hotel,"04-797 Warszawa, Skalnicowa 21"
367,ARTIS,(084) 616 62 62,hotel@hotelartis.com,stały,****,hotel,"22-400 Zamość, Sitaniec 1"
368,AVIATOR,483628888,recepcja@aviatorhotel.com.pl,stały,****,hotel,"26-600 Radom, Malczewskiego 18"
369,HP PARK PLAZA,(071) 32-08-400,hpwroclaw@behp.pl,stały,****,hotel,"50-257 Wrocław, Drobnera 11"
370,HOTEL DIAMENT ARSENAL PALACE,+48 32 60 68 48,arsenal@hotelediament.pl,stały,****,hotel,"41-500 Chorzów, Paderewskiegp 35"
371,DWÓR POLSKI,(071) 372 34 15,dworpol@wr.onet.pl,stały,****,hotel,"50-108 Wrocław, Kiełbaśnicza 2"
372,MORAN,632121171,moran@hotelmoran.pl,stały,****,hotel,"62-430 Ostrowo, ostrowo 30"
373,SPA DR IRENA ERIS,(18)472-35-00,krynica@hotelspa.pl,stały,****,hotel,"33-380 Krynica-Zdrój, ul. Czarny Potok 30"
374,AMBER DESIGN,12 421-06-06,office@hotel-amber.pl,stały,****,hotel,"31-131 Kraków, ul. Garbarska 8-10"
375,HOTEL WILEŃSKI,89-535-01-22,hotel@hotelwilenski.pl,stały,****,hotel,"10-015 Olsztyn, Knosały 5"
376,HILTON WARSAW HOTEL& CONVENTION CENTRE,223565555,reception.warsaw@hilton.com,stały,****,hotel,"00-844 Warszawa, Grzybowska 63"
377,QUBUS Hotel,(076) 866-21-00,legnica@qubushotel.com,stały,****,hotel,"59-220 Legnica, Skarbowa 2"
378,KOSSAK,(0 12)379-59-00,kossak@osti-hotele.pl,stały,****,hotel,"31-106 Kraków, Plac Kossaka 1"
379,HILTON WARSAW HOTEL& CONVENTION CENTRE,223565555,reception.warsaw@hilton.com,stały,****,hotel,"00-844 Warszawa, Grzybowska 63"
380,SAND,94/ 35 34 100,,stały,****,hotel,"78-100 Kołobrzeg, Zdrojowa 3"
381,MERCURE GRAND,225832100,h3384@accor.com,stały,****,hotel,"00-522 Warszawa, krucza 28"
382,"""VILLA ESTERA""",227231168,rezerwacje@villaestera.pl,stały,****,hotel,"05-816 Michałowice, al. Jerozolimskie 331"
383,SENACKI,(12) 422-76-86,senacki@hotelsenacki.pl,stały,****,hotel,"31-001 Kraków, ul. Grodzka 51"
384,FRANCUSKI,666195831,recepcja@hotel-francuski.com.pl,stały,****,hotel,"31-015 Kraków, ul. Pijarska 13"
385,HOTEL SOKÓŁ WELLNESS & SPA,172491555,recepcja@hotelsokol.pl,stały,****,hotel,"37-100 Łańcut, sokoła 11"
386,MERCURE WARSZAWA CENTRUM,(+48-22) 69-73-,holiday@orbis.pl,stały,****,hotel,"00-120 Warszawa, Złota 48/54"
387,"""SCANDIC GDAŃSK""",0 - 58 300 -,smm@gdansk.holidayinn.pl,stały,****,hotel,"80-895 Gdańsk, Podwale Grodzkie 9"
388,GRAFIT,41 303-22-25,recepcja@hotelgrafit.pl,stały,****,hotel,"26-085 Kostomłoty Pierwsze, Kielecka 120"
389,PARK INN,12 375-55-55,reservations.krakow@rezidorparkinn.com,stały,****,hotel,"30-337 Kraków, ul. Monte Cassino 2"
390,HOTEL SPAŁKA,774122000,recepcja@hoptelspalka.pl,stały,****,hotel,"46-200 Kluczbork, Waryńskiego 16"
391,HOTEL ELBLĄG,55-611-66-00,hotel@hotelelblag.eu,stały,****,hotel,"82-300 Elbląg, Stary Rynek 54-59"
392,ESTER,12 429-11-88,biuro@hotel-ester.krakow.pl,stały,****,hotel,"31-053 Kraków, ul. Szeroka 20"
393,NA PODZAMCZU,032/ 384-74-17,hotel@komplekszamkowy.pl,stały,****,hotel,"42-612 Tarnowskie Góry, Pyskowicka 39"
394,JELENIA STRUGA MEDICAL SPA,757528400,info@jeleniastruga.pl,stały,****,hotel,"58-530 Kowary, PODGÓRZE 55"
395,ORIENT,(12) 646-91-00,rezerwacja@hotelorient.pl,stały,****,hotel,"31-589 Kraków, ul. Sołtysowska 25 B"
396,HOTEL GROMADA CENTRUM,225829543,warszawahotel.centrum@gromada.pl,stały,****,hotel,"00-030 Warszawa, pl. powstańców warszawy 2"
397,DIAMENT PLAZA KATOWICE,32 253-90-41,,stały,****,hotel,"40-012 Katowice, Dworcowa 9"
398,"""MERCURE GDAŃSK STARE MIASTO""",583210000,mer.hevelius@orbis.pl,stały,****,hotel,"80-890 Gdańsk, Jana Heweliusza 22"
399,TURÓWKA,12 279-61-00,hotel@turowka.pl,stały,****,hotel,"32-020 Wieliczka, ul. Żeromskiego 1"
400,"""DELFIN SPA & WELLNESS""",94-314-89-50,delfin@dabki.pl,stały,****,hotel,"76-156 Dąbki, Darłowska 15"
401,SPA Lidia,094/3143038,,stały,****,hotel,"76-150 Darłowo, Dorszowa 3"
402,AFRODYTA BUSINESS & SPA,46-85-77-405,m.pierzchala@afrodyta.spa.pl,stały,****,hotel,"96-325 Tartak Brzózki, Letniskowa 4 A"
403,MERCURE BYDGOSZCZ SEPIA,796888192,marketing@hotelsepia.pl,stały,****,hotel,"85-070 Bydgoszcz, Focha"
404,GROTTGER BOUTIQUE HOTEL,122945353,recepcja@hotelgrottger.pl,stały,****,hotel,"30-033 Kraków, ul. Sienkiewicza 27"
405,KORONNY,846777100,INFO@KORONNY.PL,stały,****,hotel,"22-400 Zamość, KOSZARY 7"
406,WILLA HUETA,412412888,recepcja@willahueta.pl,stały,****,hotel,"25-365 Kielce, Słowackiego 25"
407,WINDSOR PALACE HOTEL&CONFERENCE CENTER,227828787,rec@windsorhotel.pl,stały,****,hotel,"05-140 Serock, jachranka 75"
408,CZARNY POTOK RESORT & SPA,18 530-30-00,info@czarnypotok.com,stały,****,hotel,"33-380 Krynica-Zdrój, ul. Czarny Potok 65"
